Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0318,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"? (v === 'approved' ? 'var(--cp-bg-elevated, var(--cp-bg-elevated, var(--cp-bg-elevated)))' : v === 'rejected' ? 'var(--ds-text-danger)' : 'var(--ds-text-subtle)')",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0319,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,": 'var(--ds-text-subtlest, var(--cp-ink-4, var(--cp-border-neutral-light)))',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0320,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"<p style={{ fontFamily: 'var(--cp-font-body)', fontSize: 'var(--ds-font-size-200)', color: 'var(--ds-text-subtlest, var(--cp-ink-4, var(--cp-border-neutral-light)))' }}>Approver management coming soon.</p>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0321,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"<p style={{ fontFamily: 'var(--cp-font-body)', fontSize: 'var(--ds-font-size-200)', color: 'var(--ds-text-subtlest, var(--cp-ink-4, var(--cp-border-neutral-light)))' }}>Activity log coming soon.</p>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0322,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"<DialogFooter className=""px-6 py-3"" style={{ borderTop: '0.75px solid var(--ds-shadow-overlay, rgba(15,23,42,0.06))' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0323,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"<Button variant=""ghost"" onClick={onClose} style={{ borderRadius: 6 }}>Close</Button>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0324,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0325,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"backgroundColor: quorumMet ? 'var(--ds-text-brand, var(--cp-workstream-catalyst-primary))' : undefined,",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0326,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'bug', label: 'Bug', desc: 'Software defect or malfunction', color: 'var(--ds-text-danger, var(--cp-danger))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0327,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'task', label: 'Task', desc: 'General work item', color: 'var(--ds-text-brand, var(--cp-workstream-catalyst-primary))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0328,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'story', label: 'Story', desc: 'User story for backlog', color: 'var(--ds-text-success, var(--cp-success))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0329,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'epic', label: 'Epic', desc: 'Large body of work', color: 'var(--cp-purple-60)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0330,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'feature', label: 'New Feature', desc: 'New functionality', color: 'var(--cp-teal-60)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0331,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"{ key: 'improvement', label: 'Improvement', desc: 'Enhance existing feature', color: 'var(--ds-text-warning, var(--cp-warning))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0332,catalyst_p0_p1_static_findings_1000.csv,Incident Hub,,,,,P1,"<DialogContent className=""sm:max-w-[640px]"" style={{ borderRadius: 8, padding: 0 }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0333,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"searchPlaceholder=""Search releases""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0334,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,* from the legacy rh_changes.release_id link (M:N rh_change_release_links is,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0335,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"* A transition is allowed when: same stage (no-op), one step forward, one step",No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0336,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"// BANNED: Purple (var(--cp-purple-60)), Yellow/Amber, ServiceNow, Golden Hour palette",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0337,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"emptyPlaceholder=""Add your own text here! You can use rich text, hyperlinks, dates, emojis, and more.""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0338,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,const { data: legacy } = await supabase,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0339,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"it('allows a no-op (same stage)', () => {",No-op affordance creates a broken transaction.,Wire action or disable it with reason.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0340,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"pageBg: 'var(--cp-bg-elevated, var(--cp-bg-elevated, var(--cp-bg-elevated)))',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0341,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"(legacy ?? []).forEach((c: any) => { byId[c.id] = { id: c.id, chgNumber: c.chg_number, title: c.title, status: c.status, riskLevel: c.risk_level }; });",Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0342,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"cardBg: 'var(--cp-bg-elevated, var(--cp-bg-elevated, var(--cp-bg-elevated)))',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0343,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,// Fallback: vw_release_jira_progress (keyed by jira_version_id) for legacy rows.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0344,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"sunkenBg: 'var(--ds-surface-sunken, var(--cp-bg-sunken, var(--cp-bg-sunken)))',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0345,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,// fall through to the legacy jira_version_id view in that case.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0346,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"primary: 'var(--ds-text-brand, var(--cp-workstream-catalyst-primary))',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0347,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,// Map legacy / pre-migration status values to the canonical 5-stage keys.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0348,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,"teal: 'var(--cp-teal-60)',",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0349,catalyst_p0_p1_static_findings_1000.csv,Release Hub,,,,,P1,/* rh_releases.target_date is NOT NULL (legacy migration 20260309).,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Release Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
